origin_city;destination_city
Prestwick,PIK;Ibiza,IBZ
Pisa,PSA;Ibiza,IBZ
London,STN;Ibiza,IBZ
Torino,TRN;Ibiza,IBZ
Treviso,TSF;Ibiza,IBZ
Athens,ATH;Mykonos,JMK
Frankfurt,FRA;Mykonos,JMK
Frankfurt,FRA;Thira,JTR
Alicante,ALC;Kerry,KIR
Bourgas,BOJ;Krakow,KRK
Chania,CHQ;Krakow,KRK
Tarbes,LDE;Krakow,KRK
Paphos,PFO;Krakow,KRK
Palma de Mallorca,PMI;Krakow,KRK
Pescara,PSR;Krakow,KRK
Lamezia,SUF;Krakow,KRK
Kerkyra/corfu,CFU;Katowice,KTW
Chania,CHQ;Katowice,KTW
Hamburg,HAM;Katowice,KTW
Edinburgh,EDI;Kaunas,KUN
Paphos,PFO;Kaunas,KUN
Palma de Mallorca,PMI;Kaunas,KUN
Rhodos,RHO;Kaunas,KUN
Tel-aviv,TLV;Kaunas,KUN
Kerkyra/corfu,CFU;Leeds,LBA
Chania,CHQ;Leeds,LBA
Gerona,GRO;Leeds,LBA
Ibiza,IBZ;Leeds,LBA
Limoges,LIG;Leeds,LBA
Palma de Mallorca,PMI;Leeds,LBA
Pisa,PSA;Leeds,LBA
Treviso,TSF;Leeds,LBA
Athens,ATH;Lodz,LCJ
Bergamo,BGY;Tarbes,LDE
Rome,CIA;Tarbes,LDE
Krakow,KRK;Tarbes,LDE
Charleroi,CRL;Almeria,LEI
Dublin,DUB;Almeria,LEI
London,STN;Almeria,LEI
Belfast,BFS;London,LGW
Bristol,BRS;Limoges,LIG
Leeds,LBA;Limoges,LIG
Porto,OPO;Lille,LIL
Bremen,BRE;Lisbon,LIS
Bournemouth,BOH;Gran Canaria,LPA
Glasgow,GLA;Gran Canaria,LPA
Liverpool,LPL;Gran Canaria,LPA
London,LTN;Gran Canaria,LPA
Porto,OPO;Gran Canaria,LPA
Bari,BRI;Liverpool,LPL
Bergerac,EGC;Liverpool,LPL
Gerona,GRO;Liverpool,LPL
Ibiza,IBZ;Liverpool,LPL
Gran Canaria,LPA;Liverpool,LPL
Palma de Mallorca,PMI;Liverpool,LPL
Pisa,PSA;Liverpool,LPL
Reus,REU;Liverpool,LPL
Athens,ATH;Lappeenranta,LPP
Charleroi,CRL;La Rochelle,LRH
Dublin,DUB;La Rochelle,LRH
Porto,OPO;La Rochelle,LRH
Faro,FAO;London,LTN
Gerona,GRO;London,LTN
Gran Canaria,LPA;London,LTN
Barcelona,BCN;Menorca,MAH
East Midlands,EMA;Menorca,MAH
Valencia,VLC;Menorca,MAH
Brindisi,BDS;Manchester,MAN
Bologna,BLQ;Manchester,MAN
Beziers,BZR;Manchester,MAN
Kerkyra/corfu,CFU;Manchester,MAN
Chania,CHQ;Manchester,MAN
Rome,FCO;Manchester,MAN
Gerona,GRO;Manchester,MAN
Ibiza,IBZ;Manchester,MAN
Zadar,ZAD;Manchester,MAN
Bournemouth,BOH;Murcia,MJV
Frankfurt,FRA;Murcia,MJV
Prestwick,PIK;Murcia,MJV
Aberdeen,ABZ;Malta,MLA
Barcelona,BCN;Malta,MLA
Billund,BLL;Malta,MLA
Bratislava,BTS;Malta,MLA
Budapest,BUD;Malta,MLA
Beauvais,BVA;Malta,MLA
Charleroi,CRL;Malta,MLA
Rome,FCO;Malta,MLA
Gothenborg,GOT;Malta,MLA
Gerona,GRO;Malta,MLA
Weeze,NRN;Malta,MLA
Porto,OPO;Malta,MLA
Pescara,PSR;Malta,MLA
Sevilla,SVQ;Malta,MLA
Tallinn-ulemiste International,TLL;Malta,MLA
Hahn,HHN;Montpellier,MPL
Catania,CTA;Marseille,MRS
Faro,FAO;Marseille,MRS
Rome,FCO;Marseille,MRS
Frankfurt,FRA;Marseille,MRS
Ibiza,IBZ;Marseille,MRS
Palma de Mallorca,PMI;Marseille,MRS
Tours,TUF;Marseille,MRS
Zadar,ZAD;Marseille,MRS
Bari,BRI;Maastricht,MST
Gerona,GRO;Maastricht,MST
Bremen,BRE;Naples,NAP
Copenhagen,CPH;Naples,NAP
East Midlands,EMA;Naples,NAP
Gdansk,GDN;Naples,NAP
Stockholm,NYO;Naples,NAP
Faro,FAO;Newcastle,NCL
Gdansk,GDN;Newcastle,NCL
Gerona,GRO;Newcastle,NCL
Palma de Mallorca,PMI;Newcastle,NCL
Malaga,AGP;Connaught,NOC
Bristol,BRS;Connaught,NOC
Faro,FAO;Connaught,NOC
Tenerife,TFS;Connaught,NOC
Alicante,ALC;Newquai,NQY
Faro,FAO;Newquai,NQY
Hahn,HHN;Newquai,NQY
Agadir,AGA;Weeze,NRN
Ancona,AOI;Weeze,NRN
Bourgas,BOJ;Weeze,NRN
Bydgoszcz,BZG;Weeze,NRN
Beziers,BZR;Weeze,NRN
Cagliari,CAG;Weeze,NRN
Kerkyra/corfu,CFU;Weeze,NRN
Chania,CHQ;Weeze,NRN
Rome,CIA;Weeze,NRN
Comiso,CIY;Weeze,NRN
Gerona,GRO;Weeze,NRN
Ibiza,IBZ;Weeze,NRN
Malta,MLA;Weeze,NRN
Porto,OPO;Weeze,NRN
Oujda,OUD;Weeze,NRN
Palma de Mallorca,PMI;Weeze,NRN
Pisa,PSA;Weeze,NRN
Pescara,PSR;Weeze,NRN
Santander,SDR;Weeze,NRN
Lamezia,SUF;Weeze,NRN
Tel-aviv,TLV;Weeze,NRN
Vaxjo,VXO;Weeze,NRN
Zadar,ZAD;Weeze,NRN
Malaga,AGP;Nuernberg,NUE
Alicante,ALC;Nuernberg,NUE
Bremen,BRE;Stockholm,NYO
Beziers,BZR;Stockholm,NYO
Rome,CIA;Stockholm,NYO
Naples,NAP;Stockholm,NYO
Paphos,PFO;Stockholm,NYO
Palma de Mallorca,PMI;Stockholm,NYO
Pisa,PSA;Stockholm,NYO
Rhodos,RHO;Stockholm,NYO
Rijeka,RJK;Stockholm,NYO
Thessaloniki,SKG;Stockholm,NYO
Sofia,SOF;Stockholm,NYO
Treviso,TSF;Stockholm,NYO
Zadar,ZAD;Stockholm,NYO
Birmingham,BHX;Porto,OPO
Bologna,BLQ;Porto,OPO
Bremen,BRE;Porto,OPO
Copenhagen,CPH;Porto,OPO
Lille,LIL;Porto,OPO
Gran Canaria,LPA;Porto,OPO
La Rochelle,LRH;Porto,OPO
Malta,MLA;Porto,OPO
Weeze,NRN;Porto,OPO
Palma de Mallorca,PMI;Porto,OPO
Faro,FAO;Cork,ORK
Palma de Mallorca,PMI;Cork,ORK
Paphos,PFO;Bucharest,OTP
Palermo,PMO;Bucharest,OTP
Weeze,NRN;Oujda,OUD
Hahn,HHN;Ponta Delgada,PDL
Charleroi,CRL;Perugia,PEG
Frankfurt,FRA;Perugia,PEG
Bergamo,BGY;Paphos,PFO
Bratislava,BTS;Paphos,PFO
Budapest,BUD;Paphos,PFO
Chania,CHQ;Paphos,PFO
Rome,CIA;Paphos,PFO
Dublin,DUB;Paphos,PFO
Krakow,KRK;Paphos,PFO
Kaunas,KUN;Paphos,PFO
Stockholm,NYO;Paphos,PFO
Bucharest,OTP;Paphos,PFO
Riga,RIX;Paphos,PFO
Sofia,SOF;Paphos,PFO
Tallinn-ulemiste International,TLL;Paphos,PFO
Birmingham,BHX;Perpignan,PGF
Frankfurt,FRA;Perpignan,PGF
London,STN;Perpignan,PGF
Rome,CIA;Prestwick,PIK
Gerona,GRO;Prestwick,PIK
Ibiza,IBZ;Prestwick,PIK
Murcia,MJV;Prestwick,PIK
Palma de Mallorca,PMI;Prestwick,PIK
Pisa,PSA;Prestwick,PIK
Glasgow,GLA;Palanga,PLQ
Bergamo,BGY;Palma de Mallorca,PMI
Birmingham,BHX;Palma de Mallorca,PMI
Billund,BLL;Palma de Mallorca,PMI
Bologna,BLQ;Palma de Mallorca,PMI
Bournemouth,BOH;Palma de Mallorca,PMI
Bristol,BRS;Palma de Mallorca,PMI
Brussels,BRU;Palma de Mallorca,PMI
Bratislava,BTS;Palma de Mallorca,PMI
Beauvais,BVA;Palma de Mallorca,PMI
Rome,CIA;Palma de Mallorca,PMI
Dublin,DUB;Palma de Mallorca,PMI
Edinburgh,EDI;Palma de Mallorca,PMI
East Midlands,EMA;Palma de Mallorca,PMI
Gothenborg,GOT;Palma de Mallorca,PMI
Krakow,KRK;Palma de Mallorca,PMI
Kaunas,KUN;Palma de Mallorca,PMI
Leeds,LBA;Palma de Mallorca,PMI
Liverpool,LPL;Palma de Mallorca,PMI
Marseille,MRS;Palma de Mallorca,PMI
Newcastle,NCL;Palma de Mallorca,PMI
Weeze,NRN;Palma de Mallorca,PMI
Stockholm,NYO;Palma de Mallorca,PMI
Porto,OPO;Palma de Mallorca,PMI
Cork,ORK;Palma de Mallorca,PMI
Prestwick,PIK;Palma de Mallorca,PMI
Shannon,SNN;Palma de Mallorca,PMI
Wroclaw,WRO;Palma de Mallorca,PMI
Charleroi,CRL;Palermo,PMO
Dublin,DUB;Palermo,PMO
Bucharest,OTP;Palermo,PMO
Kerkyra/corfu,CFU;Poznan,POZ
Gerona,GRO;Poznan,POZ
Billund,BLL;Pisa,PSA
Chania,CHQ;Pisa,PSA
Dublin,DUB;Pisa,PSA
Edinburgh,EDI;Pisa,PSA
East Midlands,EMA;Pisa,PSA
Fes,FEZ;Pisa,PSA
Gdansk,GDN;Pisa,PSA
Gothenborg,GOT;Pisa,PSA
Ibiza,IBZ;Pisa,PSA
Leeds,LBA;Pisa,PSA
Liverpool,LPL;Pisa,PSA
Weeze,NRN;Pisa,PSA
Stockholm,NYO;Pisa,PSA
Prestwick,PIK;Pisa,PSA
Sofia,SOF;Pisa,PSA
Warsaw,WMI;Pisa,PSA
Gerona,GRO;Pescara,PSR
Krakow,KRK;Pescara,PSR
Malta,MLA;Pescara,PSR
Weeze,NRN;Pescara,PSR
Charleroi,CRL;Pula,PUY
Frankfurt,FRA;Pula,PUY
Hahn,HHN;Pula,PUY
London,STN;Pula,PUY
Dublin,DUB;Marrakech,RAK
Charleroi,CRL;Rodez,RDZ
Birmingham,BHX;Reus,REU
Charleroi,CRL;Reus,REU
Dublin,DUB;Reus,REU
East Midlands,EMA;Reus,REU
Hahn,HHN;Reus,REU
Liverpool,LPL;Reus,REU
Shannon,SNN;Reus,REU
Bergamo,BGY;Rhodos,RHO
Charleroi,CRL;Rhodos,RHO
East Midlands,EMA;Rhodos,RHO
Kaunas,KUN;Rhodos,RHO
Stockholm,NYO;Rhodos,RHO
London,STN;Rhodos,RHO
Bourgas,BOJ;Riga,RIX
Gerona,GRO;Riga,RIX
Paphos,PFO;Riga,RIX
Frankfurt,FRA;Rijeka,RJK
Stockholm,NYO;Rijeka,RJK
Athens,ATH;Rzeszow,RZE
Bourgas,BOJ;Rzeszow,RZE
Kerkyra/corfu,CFU;Rzeszow,RZE
Bergamo,BGY;Santander,SDR
Budapest,BUD;Santander,SDR
Dublin,DUB;Santander,SDR
Weeze,NRN;Santander,SDR
Bologna,BLQ;Thessaloniki,SKG
Bremen,BRE;Thessaloniki,SKG
Bratislava,BTS;Thessaloniki,SKG
Beauvais,BVA;Thessaloniki,SKG
Chania,CHQ;Thessaloniki,SKG
Copenhagen,CPH;Thessaloniki,SKG
Gothenborg,GOT;Thessaloniki,SKG
Gerona,GRO;Thessaloniki,SKG
Hamburg,HAM;Thessaloniki,SKG
Stockholm,NYO;Thessaloniki,SKG
Warsaw,WMI;Thessaloniki,SKG
Alicante,ALC;Shannon,SNN
Faro,FAO;Shannon,SNN
Palma de Mallorca,PMI;Shannon,SNN
Reus,REU;Shannon,SNN
Castellón de la Plana,CDT;Sofia,SOF
Memmingen,FMM;Sofia,SOF
Stockholm,NYO;Sofia,SOF
Paphos,PFO;Sofia,SOF
Pisa,PSA;Sofia,SOF
Treviso,TSF;Sofia,SOF
Alghero,AHO;London,STN
Brive,BVE;London,STN
Beziers,BZR;London,STN
Clermont-Ferrand,CFE;London,STN
Kerkyra/corfu,CFU;London,STN
Chania,CHQ;London,STN
Comiso,CIY;London,STN
Deauville,DOL;London,STN
Edinburgh,EDI;London,STN
Keffallinia,EFL;London,STN
Rome,FCO;London,STN
Nimes,FNI;London,STN
Glasgow,GLA;London,STN
Gerona,GRO;London,STN
Ibiza,IBZ;London,STN
Almeria,LEI;London,STN
Perpignan,PGF;London,STN
Pula,PUY;London,STN
Rhodos,RHO;London,STN
Strasbourg,SXB;London,STN
Zadar,ZAD;London,STN
Karlsruhe/Baden-Baden,FKB;Lamezia,SUF
Hamburg,HAM;Lamezia,SUF
Krakow,KRK;Lamezia,SUF
Weeze,NRN;Lamezia,SUF
Rome,FCO;Sevilla,SVQ
Malta,MLA;Sevilla,SVQ
London,STN;Strasbourg,SXB
Cologne,CGN;Berlin,SXF
Tel-aviv,TLV;Berlin,SXF
Villafranca,VRN;Berlin,SXF
Zadar,ZAD;Berlin,SXF
Edinburgh,EDI;Szczecin,SZZ
Connaught,NOC;Tenerife,TFS
Bremen,BRE;Tallinn-ulemiste International,TLL
Dublin,DUB;Tallinn-ulemiste International,TLL
Gerona,GRO;Tallinn-ulemiste International,TLL
Malta,MLA;Tallinn-ulemiste International,TLL
Paphos,PFO;Tallinn-ulemiste International,TLL
Bourgas,BOJ;Tel-aviv,TLV
Bremen,BRE;Tel-aviv,TLV
Bratislava,BTS;Tel-aviv,TLV
Budapest,BUD;Tel-aviv,TLV
Charleroi,CRL;Tel-aviv,TLV
Hahn,HHN;Tel-aviv,TLV
Kaunas,KUN;Tel-aviv,TLV
Weeze,NRN;Tel-aviv,TLV
Berlin,SXF;Tel-aviv,TLV
Warsaw,WMI;Tel-aviv,TLV
Bremen,BRE;Tampere,TMP
Budapest,BUD;Tampere,TMP
Malaga,AGP;Sandefjord,TRF
Hamburg,HAM;Sandefjord,TRF
Ibiza,IBZ;Torino,TRN
Kerkyra/corfu,CFU;Treviso,TSF
Chania,CHQ;Treviso,TSF
Hamburg,HAM;Treviso,TSF
Ibiza,IBZ;Treviso,TSF
Leeds,LBA;Treviso,TSF
Stockholm,NYO;Treviso,TSF
Sofia,SOF;Treviso,TSF
Dublin,DUB;Tours,TUF
Marseille,MRS;Tours,TUF
Bergamo,BGY;Vigo,VGO
Bologna,BLQ;Vigo,VGO
Dublin,DUB;Vigo,VGO
Edinburgh,EDI;Vigo,VGO
Copenhagen,CPH;Valencia,VLC
East Midlands,EMA;Valencia,VLC
Menorca,MAH;Valencia,VLC
Athens,ATH;Vilnius,VNO
Chania,CHQ;Vilnius,VNO
Charleroi,CRL;Villafranca,VRN
Hamburg,HAM;Villafranca,VRN
Berlin,SXF;Villafranca,VRN
Malaga,AGP;Vasteras,VST
Alicante,ALC;Vasteras,VST
Alicante,ALC;Vaxjo,VXO
Weeze,NRN;Vaxjo,VXO
Bourgas,BOJ;Warsaw,WMI
Cagliari,CAG;Warsaw,WMI
Kerkyra/corfu,CFU;Warsaw,WMI
Chania,CHQ;Warsaw,WMI
Faro,FAO;Warsaw,WMI
Pisa,PSA;Warsaw,WMI
Thessaloniki,SKG;Warsaw,WMI
Tel-aviv,TLV;Warsaw,WMI
Alicante,ALC;Wroclaw,WRO
Athens,ATH;Wroclaw,WRO
Chania,CHQ;Wroclaw,WRO
Gerona,GRO;Wroclaw,WRO
Palma de Mallorca,PMI;Wroclaw,WRO
Beauvais,BVA;Zadar,ZAD
Charleroi,CRL;Zadar,ZAD
Dublin,DUB;Zadar,ZAD
Karlsruhe/Baden-Baden,FKB;Zadar,ZAD
Frankfurt,FRA;Zadar,ZAD
Gothenborg,GOT;Zadar,ZAD
Hahn,HHN;Zadar,ZAD
Manchester,MAN;Zadar,ZAD
Marseille,MRS;Zadar,ZAD
Weeze,NRN;Zadar,ZAD
Stockholm,NYO;Zadar,ZAD
London,STN;Zadar,ZAD
Berlin,SXF;Zadar,ZAD
Beauvais,BVA;Zaragoza,ZAZ
